Sample;Ch1;Ch2;Ch3;Ch4
0;0.104347825050354;-0.006960845086723566;-0.0029832194559276104;0.0019915360026061535
1;0.09838509559631348;0.0;-0.0029832194559276104;-0.0059746080078184605
2;0.09739130735397339;0.001988812815397978;0.001988812815397978;-0.0009957680013030767
3;0.10633540153503418;0.001988812815397978;0.001988812815397978;0.0029873040039092302
4;0.09540372341871262;-0.000994406407698989;0.0;0.007966144010424614
5;0.09242235869169235;0.0029832194559276104;0.0;0.0009957680013030767
6;0.10136646032333374;-0.004972032271325588;0.004972032271325588;0.0009957680013030767
7;0.09440993517637253;0.004972032271325588;-0.000994406407698989;0.007966144010424614
8;0.09440993517637253;0.0;0.006960845086723566;0.0029873040039092302
9;0.10136646032333374;0.000994406407698989;0.001988812815397978;0.013940751552581787
10;0.10335403680801392;-0.001988812815397978;0.003977625630795956;0.0029873040039092302
11;0.09540372341871262;0.006960845086723566;0.004972032271325588;0.0029873040039092302
12;0.10236024856567383;-0.004972032271325588;0.003977625630795956;0.003983072005212307
13;0.10037267208099365;-0.008949657902121544;0.005966438911855221;0.0009957680013030767
14;0.08944099396467209;-0.001988812815397978;0.004972032271325588;0.0
15;0.09540372341871262;-0.006960845086723566;-0.004972032271325588;0.0059746080078184605
16;0.104347825050354;-0.001988812815397978;-0.001988812815397978;-0.0029873040039092302
17;0.0963975191116333;-0.006960845086723566;0.001988812815397978;0.0
18;0.09142857044935226;-0.000994406407698989;0.001988812815397978;0.0
19;0.10037267208099365;0.000994406407698989;0.0;-0.0019915360026061535
20;0.09838509559631348;-0.004972032271325588;-0.000994406407698989;0.0019915360026061535
21;0.08745341747999191;-0.003977625630795956;0.006960845086723566;-0.003983072005212307
22;0.09838509559631348;0.001988812815397978;-0.000994406407698989;-0.0009957680013030767
23;0.10136646032333374;0.004972032271325588;0.004972032271325588;0.007966144010424614
24;0.09341614693403244;0.001988812815397978;0.0;0.003983072005212307
25;0.09540372341871262;0.003977625630795956;0.0;0.0069703757762908936
26;0.10037267208099365;-0.0029832194559276104;0.000994406407698989;0.0059746080078184605
27;0.0963975191116333;-0.001988812815397978;-0.003977625630795956;-0.0069703757762908936
28;0.10037267208099365;-0.001988812815397978;0.0;0.0029873040039092302
29;0.08944099396467209;0.0;-0.000994406407698989;0.0009957680013030767
30;0.09739130735397339;0.008949657902121544;0.007955251261591911;0.0
31;0.08944099396467209;-0.003977625630795956;-0.001988812815397978;0.0
32;0.08645962923765182;0.004972032271325588;0.004972032271325588;0.007966144010424614
33;0.09937888383865356;0.0;0.009944064542651176;-0.0059746080078184605
34;0.10037267208099365;-0.000994406407698989;0.001988812815397978;0.0059746080078184605
35;0.0963975191116333;-0.000994406407698989;-0.000994406407698989;0.003983072005212307
36;0.09043478220701218;0.0;0.007955251261591911;-0.0069703757762908936
37;0.09540372341871262;0.0029832194559276104;0.004972032271325588;0.0019915360026061535
38;0.09242235869169235;-0.001988812815397978;0.003977625630795956;0.0
39;0.0963975191116333;-0.003977625630795956;0.001988812815397978;0.007966144010424614
40;0.10037267208099365;0.001988812815397978;-0.004972032271325588;0.0
41;0.10136646032333374;0.005966438911855221;0.007955251261591911;0.0009957680013030767
42;0.09937888383865356;0.000994406407698989;0.001988812815397978;0.0
43;0.09341614693403244;-0.0029832194559276104;-0.000994406407698989;0.0069703757762908936
44;0.09043478220701218;-0.0029832194559276104;-0.015910502523183823;-0.0019915360026061535
45;0.08745341747999191;-0.001988812815397978;-0.000994406407698989;0.0009957680013030767
46;0.09142857044935226;0.007955251261591911;-0.0029832194559276104;-0.0019915360026061535
47;0.09540372341871262;0.000994406407698989;-0.007955251261591911;-0.007966144010424614
48;0.09440993517637253;-0.000994406407698989;0.0029832194559276104;0.0009957680013030767
49;0.09540372341871262;0.008949657902121544;0.0;0.0009957680013030767
50;0.09540372341871262;-0.003977625630795956;0.000994406407698989;-0.0059746080078184605
51;0.09142857044935226;-0.004972032271325588;0.000994406407698989;0.0009957680013030767
52;0.08745341747999191;0.004972032271325588;0.001988812815397978;0.00497883977368474
53;0.09242235869169235;-0.0029832194559276104;0.003977625630795956;0.0
54;0.09142857044935226;-0.000994406407698989;0.0029832194559276104;0.0009957680013030767
55;0.08645962923765182;0.0;-0.0029832194559276104;0.0059746080078184605
56;0.09043478220701218;0.0029832194559276104;0.003977625630795956;-0.0019915360026061535
57;0.09838509559631348;0.005966438911855221;0.004972032271325588;-0.0009957680013030767
58;0.09142857044935226;-0.001988812815397978;-0.000994406407698989;0.00497883977368474
59;0.09440993517637253;-0.000994406407698989;0.000994406407698989;0.0069703757762908936
60;0.08645962923765182;0.0029832194559276104;0.000994406407698989;-0.0019915360026061535
61;0.09043478220701218;-0.008949657902121544;-0.000994406407698989;0.007966144010424614
62;0.09043478220701218;-0.001988812815397978;0.008949657902121544;0.0069703757762908936
63;0.08248446881771088;0.001988812815397978;0.001988812815397978;0.0009957680013030767
64;0.088447205722332;-0.004972032271325588;0.008949657902121544;0.0029873040039092302
65;0.09242235869169235;0.0029832194559276104;-0.000994406407698989;-0.00497883977368474
66;0.09540372341871262;0.004972032271325588;0.005966438911855221;0.0009957680013030767
67;0.08745341747999191;0.0029832194559276104;0.000994406407698989;-0.0009957680013030767
68;0.08149068057537079;-0.004972032271325588;-0.000994406407698989;0.008961912244558334
69;0.08546584099531174;-0.000994406407698989;0.003977625630795956;-0.0009957680013030767
70;0.08745341747999191;0.004972032271325588;0.000994406407698989;0.003983072005212307
71;0.08546584099531174;0.005966438911855221;-0.003977625630795956;0.003983072005212307
72;0.088447205722332;0.008949657902121544;0.0029832194559276104;0.0009957680013030767
73;0.08645962923765182;0.0;0.007955251261591911;-0.00497883977368474
74;0.08447205275297165;0.0029832194559276104;0.006960845086723566;0.0009957680013030767
75;0.07850931584835052;0.0029832194559276104;0.005966438911855221;0.0069703757762908936
76;0.08149068057537079;-0.001988812815397978;0.001988812815397978;-0.0019915360026061535
77;0.08149068057537079;-0.006960845086723566;-0.004972032271325588;0.0019915360026061535
78;0.08248446881771088;-0.000994406407698989;0.001988812815397978;-0.003983072005212307
79;0.09043478220701218;0.006960845086723566;0.000994406407698989;-0.0009957680013030767
80;0.08248446881771088;-0.001988812815397978;0.005966438911855221;-0.0009957680013030767
81;0.08447205275297165;-0.004972032271325588;0.001988812815397978;-0.0069703757762908936
82;0.08347826451063156;-0.007955251261591911;0.0;0.0
83;0.07950310409069061;-0.000994406407698989;0.0029832194559276104;0.00497883977368474
84;0.07453416287899017;0.0;0.003977625630795956;0.00497883977368474
85;0.08645962923765182;-0.003977625630795956;0.004972032271325588;0.003983072005212307
86;0.07950310409069061;0.004972032271325588;-0.001988812815397978;0.0029873040039092302
87;0.07254658639431;-0.003977625630795956;-0.0029832194559276104;-0.0019915360026061535
88;0.07950310409069061;0.000994406407698989;0.005966438911855221;0.0019915360026061535
89;0.07652173936367035;-0.000994406407698989;0.0;0.0
90;0.07254658639431;0.0029832194559276104;0.000994406407698989;0.0
91;0.07453416287899017;0.0;0.0029832194559276104;-0.0029873040039092302
92;0.07552795112133026;-0.0029832194559276104;-0.0029832194559276104;-0.003983072005212307
93;0.07453416287899017;-0.001988812815397978;0.005966438911855221;0.0019915360026061535
94;0.0804968923330307;-0.000994406407698989;0.004972032271325588;-0.0019915360026061535
95;0.07552795112133026;0.000994406407698989;0.009944064542651176;-0.003983072005212307
96;0.0804968923330307;0.0;0.001988812815397978;-0.003983072005212307
97;0.06956521421670914;0.000994406407698989;0.005966438911855221;0.0029873040039092302
98;0.08149068057537079;0.005966438911855221;0.004972032271325588;0.0059746080078184605
99;0.07254658639431;0.000994406407698989;-0.0029832194559276104;0.007966144010424614
100;0.06857142597436905;-0.0029832194559276104;0.000994406407698989;0.0009957680013030767
101;0.07950310409069061;-0.000994406407698989;0.0;-0.00497883977368474
102;0.07453416287899017;-0.007955251261591911;0.007955251261591911;-0.007966144010424614
103;0.07552795112133026;-0.003977625630795956;-0.001988812815397978;-0.00497883977368474
104;0.07552795112133026;0.004972032271325588;-0.004972032271325588;-0.0029873040039092302
105;0.07552795112133026;0.001988812815397978;0.001988812815397978;0.0009957680013030767
106;0.07751552760601044;-0.001988812815397978;0.0029832194559276104;0.0
107;0.07055900990962982;-0.003977625630795956;-0.0029832194559276104;-0.007966144010424614
108;0.07354037463665009;0.004972032271325588;-0.001988812815397978;-0.0009957680013030767
109;0.07254658639431;0.005966438911855221;0.005966438911855221;-0.0009957680013030767
110;0.06857142597436905;-0.000994406407698989;-0.001988812815397978;-0.0019915360026061535
111;0.07453416287899017;0.0029832194559276104;0.007955251261591911;-0.007966144010424614
112;0.06062111631035805;0.005966438911855221;-0.000994406407698989;-0.0019915360026061535
113;0.0645962730050087;0.0029832194559276104;-0.006960845086723566;0.003983072005212307
114;0.07155279815196991;0.001988812815397978;-0.001988812815397978;-0.003983072005212307
115;0.06658384948968887;-0.0029832194559276104;0.000994406407698989;0.0019915360026061535
116;0.061614908277988434;-0.000994406407698989;0.000994406407698989;-0.0009957680013030767
117;0.06658384948968887;0.007955251261591911;0.009944064542651176;0.00995767954736948
118;0.06857142597436905;-0.000994406407698989;0.001988812815397978;0.0059746080078184605
119;0.07055900990962982;0.001988812815397978;0.000994406407698989;0.0069703757762908936
120;0.06260869652032852;0.005966438911855221;0.0029832194559276104;-0.0029873040039092302
121;0.0645962730050087;-0.003977625630795956;0.003977625630795956;-0.0009957680013030767
122;0.05863353982567787;-0.0029832194559276104;0.0;0.003983072005212307
123;0.061614908277988434;0.008949657902121544;-0.001988812815397978;0.003983072005212307
124;0.06956521421670914;0.0;0.0029832194559276104;0.0029873040039092302
125;0.06658384948968887;-0.001988812815397978;-0.000994406407698989;-0.0019915360026061535
126;0.06559006124734879;0.001988812815397978;-0.001988812815397978;0.0009957680013030767
127;0.056645963340997696;-0.004972032271325588;0.0;-0.0009957680013030767
128;0.05863353982567787;0.0;-0.005966438911855221;-0.007966144010424614
129;0.06559006124734879;-0.004972032271325588;0.004972032271325588;0.0009957680013030767
130;0.06062111631035805;-0.001988812815397978;0.000994406407698989;0.0029873040039092302
131;0.06857142597436905;0.001988812815397978;0.003977625630795956;0.0019915360026061535
132;0.06062111631035805;0.000994406407698989;-0.000994406407698989;-0.003983072005212307
133;0.05465838685631752;-0.003977625630795956;-0.000994406407698989;0.0069703757762908936
134;0.05565217509865761;0.000994406407698989;-0.001988812815397978;0.003983072005212307
135;0.06260869652032852;-0.003977625630795956;-0.001988812815397978;-0.0009957680013030767
136;0.0645962730050087;-0.003977625630795956;-0.001988812815397978;0.00497883977368474
137;0.05863353982567787;-0.001988812815397978;0.005966438911855221;-0.0029873040039092302
138;0.07155279815196991;-0.007955251261591911;0.003977625630795956;0.00497883977368474
139;0.0645962730050087;-0.000994406407698989;0.0;0.0009957680013030767
140;0.05863353982567787;-0.0029832194559276104;-0.004972032271325588;-0.0109534477815032
141;0.05167701840400696;0.007955251261591911;0.005966438911855221;0.0019915360026061535
142;0.05565217509865761;-0.017899315804243088;0.003977625630795956;0.0009957680013030767
143;0.057639751583337784;0.007955251261591911;0.006960845086723566;-0.003983072005212307
144;0.05565217509865761;-0.003977625630795956;0.007955251261591911;0.0059746080078184605
145;0.05068323016166687;0.0;0.001988812815397978;0.0009957680013030767
146;0.05863353982567787;-0.001988812815397978;0.003977625630795956;-0.0019915360026061535
147;0.05068323016166687;-0.000994406407698989;-0.001988812815397978;0.0009957680013030767
148;0.039751552045345306;-0.000994406407698989;0.008949657902121544;-0.0009957680013030767
149;0.05167701840400696;-0.0029832194559276104;0.004972032271325588;-0.0009957680013030767
150;0.04670807346701622;0.003977625630795956;0.004972032271325588;0.00995767954736948
151;0.053664594888687134;-0.005966438911855221;0.004972032271325588;0.0
152;0.05565217509865761;0.001988812815397978;-0.003977625630795956;0.0019915360026061535
153;0.040745340287685394;-0.000994406407698989;0.003977625630795956;-0.00497883977368474
154;0.052670806646347046;-0.000994406407698989;0.008949657902121544;0.003983072005212307
155;0.04670807346701622;0.0029832194559276104;0.0029832194559276104;0.0009957680013030767
156;0.04670807346701622;0.000994406407698989;0.001988812815397978;0.0009957680013030767
157;0.05167701840400696;0.001988812815397978;0.007955251261591911;0.0019915360026061535
158;0.04968944191932678;0.003977625630795956;-0.004972032271325588;0.00497883977368474
159;0.043726708739995956;-0.010938471183180809;-0.0029832194559276104;0.0029873040039092302
160;0.044720496982336044;-0.004972032271325588;-0.001988812815397978;-0.0019915360026061535
161;0.04571428522467613;0.001988812815397978;0.0029832194559276104;0.00497883977368474
162;0.04173913225531578;-0.000994406407698989;-0.000994406407698989;0.003983072005212307
163;0.04968944191932678;-0.006960845086723566;-0.0029832194559276104;0.0029873040039092302
164;0.04173913225531578;-0.0029832194559276104;0.006960845086723566;0.003983072005212307
165;0.040745340287685394;0.004972032271325588;0.003977625630795956;0.0029873040039092302
166;0.04670807346701622;0.009944064542651176;-0.001988812815397978;0.0019915360026061535
167;0.03875776380300522;0.0029832194559276104;-0.004972032271325588;-0.0029873040039092302
168;0.040745340287685394;-0.007955251261591911;0.0029832194559276104;0.00995767954736948
169;0.04173913225531578;0.0029832194559276104;0.001988812815397978;0.0009957680013030767
170;0.04273292049765587;0.0;-0.0029832194559276104;-0.0029873040039092302
171;0.03677018731832504;0.000994406407698989;0.003977625630795956;-0.0019915360026061535
172;0.043726708739995956;-0.003977625630795956;0.0;-0.012944984249770641
173;0.03776397556066513;-0.008949657902121544;0.007955251261591911;-0.0009957680013030767
174;0.03776397556066513;-0.003977625630795956;0.0029832194559276104;0.003983072005212307
175;0.040745340287685394;0.0;0.005966438911855221;-0.003983072005212307
176;0.035776399075984955;0.000994406407698989;0.009944064542651176;-0.0019915360026061535
177;0.040745340287685394;0.001988812815397978;-0.006960845086723566;0.0019915360026061535
178;0.035776399075984955;-0.004972032271325588;0.004972032271325588;0.0009957680013030767
179;0.03875776380300522;-0.000994406407698989;0.0029832194559276104;0.0109534477815032
180;0.028819875791668892;0.000994406407698989;-0.020882535725831985;0.0019915360026061535
181;0.03776397556066513;0.004972032271325588;-0.000994406407698989;0.003983072005212307
182;0.03378881886601448;-0.000994406407698989;0.004972032271325588;-0.0009957680013030767
183;0.030807454138994217;0.001988812815397978;-0.0029832194559276104;0.0019915360026061535
184;0.028819875791668892;-0.000994406407698989;-0.001988812815397978;-0.0069703757762908936
