Sample;Ch1;Ch2;Ch3;Ch4
0;0.004968944005668163;-0.003977625630795956;0.008949657902121544;0.015932288020849228
1;0.000993788824416697;0.000994406407698989;0.004972032271325588;0.013940751552581787
2;0.009937888011336327;0.009944064542651176;0.013921690173447132;0.0109534477815032
3;0.0059627327136695385;0.004972032271325588;0.008949657902121544;0.00995767954736948
4;0.008944099768996239;0.006960845086723566;0.009944064542651176;-0.0009957680013030767
5;0.001987577648833394;0.0029832194559276104;0.003977625630795956;0.003983072005212307
6;-0.000993788824416697;0.004972032271325588;0.000994406407698989;0.00497883977368474
7;0.003975155297666788;0.001988812815397978;0.005966438911855221;0.008961912244558334
8;0.0;0.005966438911855221;-0.0029832194559276104;0.007966144010424614
9;0.004968944005668163;0.010938471183180809;0.010938471183180809;0.0069703757762908936
10;0.006956521887332201;0.006960845086723566;0.001988812815397978;0.0
11;-0.001987577648833394;0.004972032271325588;0.0029832194559276104;0.0019915360026061535
12;0.001987577648833394;0.008949657902121544;0.0;0.0019915360026061535
13;0.000993788824416697;0.0029832194559276104;0.001988812815397978;0.008961912244558334
14;0.001987577648833394;0.0029832194559276104;0.0;0.0029873040039092302
15;-0.000993788824416697;0.001988812815397978;0.0029832194559276104;0.003983072005212307
16;0.013913043774664402;0.0;0.0;0.0059746080078184605
17;-0.001987577648833394;0.0029832194559276104;-0.003977625630795956;0.0029873040039092302
18;-0.0029813663568347692;0.0;0.0;0.003983072005212307
19;-0.004968944005668163;0.008949657902121544;0.001988812815397978;0.00497883977368474
20;0.007950310595333576;0.001988812815397978;0.010938471183180809;0.0009957680013030767
21;0.004968944005668163;-0.000994406407698989;0.003977625630795956;0.003983072005212307
22;0.011925465427339077;0.001988812815397978;0.005966438911855221;0.0069703757762908936
23;0.0;0.005966438911855221;0.003977625630795956;0.0029873040039092302
24;0.003975155297666788;0.014916096813976765;0.010938471183180809;0.00497883977368474
25;0.003975155297666788;0.012927284464240074;0.009944064542651176;0.011949216015636921
26;0.009937888011336327;0.010938471183180809;0.001988812815397978;0.01692805625498295
27;-0.001987577648833394;0.0;0.0029832194559276104;0.0109534477815032
28;0.013913043774664402;0.005966438911855221;0.004972032271325588;0.0019915360026061535
29;0.015900621190667152;0.001988812815397978;0.005966438911855221;0.0069703757762908936
30;0.011925465427339077;-0.0029832194559276104;0.007955251261591911;0.0069703757762908936
31;0.008944099768996239;0.003977625630795956;0.000994406407698989;0.0069703757762908936
32;0.0059627327136695385;0.009944064542651176;0.000994406407698989;-0.0029873040039092302
33;0.004968944005668163;-0.001988812815397978;0.005966438911855221;0.0009957680013030767
34;0.0029813663568347692;0.000994406407698989;0.003977625630795956;0.0019915360026061535
35;0.0059627327136695385;0.005966438911855221;-0.001988812815397978;0.0029873040039092302
36;0.0059627327136695385;0.000994406407698989;0.005966438911855221;0.003983072005212307
37;0.006956521887332201;0.001988812815397978;0.0029832194559276104;0.0019915360026061535
38;0.0;-0.003977625630795956;0.006960845086723566;0.0069703757762908936
39;0.001987577648833394;-0.000994406407698989;-0.001988812815397978;-0.0029873040039092302
40;0.0029813663568347692;0.003977625630795956;-0.003977625630795956;0.0069703757762908936
41;0.003975155297666788;0.000994406407698989;-0.004972032271325588;0.0029873040039092302
42;-0.0059627327136695385;-0.005966438911855221;-0.000994406407698989;0.0
43;0.000993788824416697;-0.000994406407698989;0.000994406407698989;-0.0029873040039092302
44;-0.0029813663568347692;-0.000994406407698989;0.000994406407698989;0.0
45;-0.001987577648833394;-0.003977625630795956;0.000994406407698989;0.00497883977368474
46;0.000993788824416697;0.0029832194559276104;-0.000994406407698989;0.0009957680013030767
47;-0.001987577648833394;0.0029832194559276104;0.000994406407698989;0.0029873040039092302
48;-0.000993788824416697;-0.003977625630795956;0.0;0.0069703757762908936
49;0.000993788824416697;-0.000994406407698989;-0.005966438911855221;0.003983072005212307
50;0.011925465427339077;0.0029832194559276104;0.0;0.0009957680013030767
51;0.004968944005668163;0.003977625630795956;0.001988812815397978;0.0
52;0.007950310595333576;-0.0029832194559276104;0.0;0.007966144010424614
53;0.004968944005668163;0.006960845086723566;-0.001988812815397978;0.012944984249770641
54;0.004968944005668163;-0.000994406407698989;0.0029832194559276104;0.00995767954736948
55;0.004968944005668163;0.0029832194559276104;0.011932877823710442;0.0029873040039092302
56;0.004968944005668163;0.004972032271325588;0.015910502523183823;0.007966144010424614
57;0.008944099768996239;0.004972032271325588;0.006960845086723566;0.0059746080078184605
58;0.003975155297666788;0.005966438911855221;0.01889372244477272;0.0029873040039092302
59;0.009937888011336327;0.001988812815397978;0.010938471183180809;0.0029873040039092302
60;0.004968944005668163;0.003977625630795956;0.004972032271325588;0.0029873040039092302
61;0.001987577648833394;0.004972032271325588;0.003977625630795956;0.0109534477815032
62;0.0029813663568347692;0.004972032271325588;0.007955251261591911;0.0059746080078184605
63;0.003975155297666788;0.007955251261591911;0.007955251261591911;-0.0019915360026061535
64;0.009937888011336327;-0.0029832194559276104;-0.004972032271325588;-0.0019915360026061535
65;-0.003975155297666788;0.001988812815397978;0.003977625630795956;0.0029873040039092302
66;0.003975155297666788;-0.000994406407698989;0.000994406407698989;0.0029873040039092302
67;0.0029813663568347692;0.000994406407698989;0.009944064542651176;0.0059746080078184605
68;-0.006956521887332201;-0.000994406407698989;0.001988812815397978;0.011949216015636921
69;-0.001987577648833394;0.0029832194559276104;0.000994406407698989;0.008961912244558334
70;0.0;0.000994406407698989;-0.001988812815397978;0.0
71;-0.008944099768996239;-0.005966438911855221;0.005966438911855221;0.003983072005212307
72;0.000993788824416697;-0.001988812815397978;0.003977625630795956;-0.0019915360026061535
73;0.001987577648833394;-0.000994406407698989;0.000994406407698989;0.003983072005212307
74;0.0;0.003977625630795956;-0.000994406407698989;0.0019915360026061535
75;-0.006956521887332201;0.001988812815397978;0.003977625630795956;0.007966144010424614
76;0.009937888011336327;0.004972032271325588;0.003977625630795956;0.0019915360026061535
77;-0.0029813663568347692;0.003977625630795956;0.001988812815397978;-0.0009957680013030767
78;0.000993788824416697;-0.0029832194559276104;0.004972032271325588;0.007966144010424614
79;0.008944099768996239;0.0029832194559276104;0.003977625630795956;0.008961912244558334
80;0.004968944005668163;0.008949657902121544;0.004972032271325588;-0.0009957680013030767
81;0.008944099768996239;0.000994406407698989;-0.005966438911855221;0.0019915360026061535
82;0.013913043774664402;0.0029832194559276104;0.0;0.007966144010424614
83;0.011925465427339077;0.009944064542651176;0.004972032271325588;0.003983072005212307
84;0.0029813663568347692;0.003977625630795956;0.0;0.00497883977368474
85;0.008944099768996239;0.004972032271325588;0.0;0.003983072005212307
86;0.009937888011336327;0.0029832194559276104;0.006960845086723566;0.0069703757762908936
87;0.011925465427339077;0.008949657902121544;0.005966438911855221;0.008961912244558334
88;0.0029813663568347692;0.004972032271325588;0.007955251261591911;0.008961912244558334
89;0.008944099768996239;0.003977625630795956;0.006960845086723566;-0.0009957680013030767
90;0.0059627327136695385;0.007955251261591911;0.004972032271325588;-0.0029873040039092302
91;-0.004968944005668163;0.003977625630795956;0.003977625630795956;0.008961912244558334
92;0.003975155297666788;-0.0029832194559276104;0.001988812815397978;0.00995767954736948
93;-0.000993788824416697;-0.004972032271325588;0.003977625630795956;0.0069703757762908936
94;0.0029813663568347692;0.007955251261591911;-0.006960845086723566;0.003983072005212307
95;-0.001987577648833394;0.014916096813976765;0.0029832194559276104;0.0019915360026061535
96;0.000993788824416697;0.000994406407698989;0.0;-0.0009957680013030767
97;0.004968944005668163;0.001988812815397978;0.001988812815397978;-0.0059746080078184605
98;-0.004968944005668163;0.006960845086723566;-0.001988812815397978;0.00497883977368474
99;0.0;0.004972032271325588;-0.004972032271325588;0.0
100;0.007950310595333576;0.003977625630795956;-0.006960845086723566;0.0019915360026061535
101;0.004968944005668163;0.005966438911855221;0.008949657902121544;0.00497883977368474
102;-0.0029813663568347692;0.001988812815397978;-0.005966438911855221;0.003983072005212307
103;0.0029813663568347692;0.001988812815397978;0.006960845086723566;0.00497883977368474
104;-0.001987577648833394;0.0;0.000994406407698989;0.0059746080078184605
105;0.007950310595333576;0.005966438911855221;0.003977625630795956;0.0019915360026061535
106;0.004968944005668163;-0.0029832194559276104;-0.000994406407698989;0.008961912244558334
107;0.001987577648833394;0.000994406407698989;0.0029832194559276104;0.007966144010424614
108;0.000993788824416697;0.001988812815397978;0.003977625630795956;-0.0019915360026061535
109;0.006956521887332201;0.000994406407698989;0.008949657902121544;-0.0009957680013030767
110;0.011925465427339077;0.010938471183180809;0.001988812815397978;0.011949216015636921
111;0.004968944005668163;0.0;0.003977625630795956;0.00497883977368474
112;0.007950310595333576;0.0029832194559276104;0.004972032271325588;0.008961912244558334
113;0.009937888011336327;0.003977625630795956;0.0029832194559276104;0.0219068955630064
114;-0.000993788824416697;0.013921690173447132;0.0;0.0009957680013030767
115;0.007950310595333576;0.007955251261591911;0.001988812815397978;0.013940751552581787
116;0.01291925460100174;0.005966438911855221;0.004972032271325588;0.003983072005212307
117;0.009937888011336327;0.007955251261591911;0.009944064542651176;0.0059746080078184605
118;0.006956521887332201;0.000994406407698989;0.003977625630795956;0.00497883977368474
119;-0.008944099768996239;0.013921690173447132;0.003977625630795956;0.011949216015636921
120;0.010931677184998989;0.010938471183180809;0.004972032271325588;0.0069703757762908936
121;0.0029813663568347692;0.006960845086723566;-0.000994406407698989;-0.0029873040039092302
122;0.0;0.003977625630795956;0.005966438911855221;0.0
123;-0.000993788824416697;-0.004972032271325588;0.012927284464240074;0.007966144010424614
124;0.0059627327136695385;-0.004972032271325588;0.001988812815397978;0.003983072005212307
125;0.003975155297666788;0.006960845086723566;-0.000994406407698989;-0.007966144010424614
126;0.000993788824416697;0.007955251261591911;-0.001988812815397978;0.0029873040039092302
127;-0.001987577648833394;0.003977625630795956;-0.004972032271325588;0.0029873040039092302
